Parent Compound	Preferred Name	SMILES	Non-generic Scaffold SMILES	Non-generic Scaffold ID	Generic Scaffold SMILES	Generic Scaffold ID	MESH Indications
CHEMBL841	LOPERAMIDE	CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1	c1ccc(C2CCN(CCC(c3ccccc3)c3ccccc3)CC2)cc1	SCAFFA412	C1CCC(C2CCC(CCC(C3CCCCC3)C3CCCCC3)CC2)CC1	SCAFFB285	Diarrhea
CHEMBL573	NIACIN	O=C(O)c1cccnc1	c1ccncc1	SCAFFA120	C1CCCCC1	SCAFFB3	Hyperlipidemias
CHEMBL1747	TOBRAMYCIN	NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O	C1CC[C@@H](O[C@@H]2CCC[C@H](O[C@@H]3CCCCO3)C2)OC1	SCAFFA308	C1CCC(CC2CCCC(CC3CCCCC3)C2)CC1	SCAFFB215	Cystic Fibrosis
CHEMBL148	IMIPENEM	C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12	O=C1C[C@H]2CC=CN12	SCAFFA413	C1CC2CCC2C1	SCAFFB211	Intraabdominal Infections
CHEMBL3545367	LEMBOREXANT	Cc1ncc(OC[C@@]2(c3cccc(F)c3)C[C@H]2C(=O)Nc2ccc(F)cn2)c(C)n1	O=C(Nc1ccccn1)[C@@H]1C[C@@]1(COc1cncnc1)c1ccccc1	SCAFFA414	C1CCC(CCC2CC2(CCC2CCCCC2)C2CCCCC2)CC1	SCAFFB286	Sleep Initiation and Maintenance Disorders
CHEMBL170	QUININE	C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12	c1ccc2c(C[C@@H]3CC4CCN3CC4)ccnc2c1	SCAFFA415	C1CCC2C(C1)CCCC2CC1CC2CCC1CC2	SCAFFB232	Muscle Cramp
CHEMBL1353	SODIUM BICARBONATE	O=C([O-])O.[Na+]		SCAFFA31		SCAFFB28	Heartburn
CHEMBL529	AZITHROMYCIN	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O	O=C1C[C@@H](O[C@H]2CCCCO2)C[C@@H](O[C@H]2CCCCO2)CCCCNCCCCO1	SCAFFA416	C1CCCCCCC(CC2CCCCC2)CC(CC2CCCCC2)CCCCC1	SCAFFB287	Cystic Fibrosis
CHEMBL572	NITROFURANTOIN	O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1	O=C1CN(/N=C/c2ccco2)C(=O)N1	SCAFFA417	C1CCC(CCC2CCCC2)C1	SCAFFB288	Bacterial Infections
CHEMBL3039514	ELBASVIR	COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2ccc3c(c2)O[C@@H](c2ccccc2)n2c-3cc3cc(-c4c[nH]c([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)n4)ccc32)c[nH]1)C(C)C	c1ccc([C@@H]2Oc3cc(-c4c[nH]c([C@@H]5CCCN5)n4)ccc3-c3cc4cc(-c5c[nH]c([C@@H]6CCCN6)n5)ccc4n32)cc1	SCAFFA418	C1CCC(C2CC3CC(C4CCC(C5CCCC5)C4)CCC3C3CC4CC(C5CCC(C6CCCC6)C5)CCC4C23)CC1	SCAFFB289	Virus Diseases
CHEMBL2063090	GRAZOPREVIR	C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]1C[C@H]1CCCCCc1nc3ccc(OC)cc3nc1O2)C(=O)NS(=O)(=O)C1CC1	O=C1NCC(=O)N2C[C@@H](C[C@H]2C(=O)NC2(C(=O)NS(=O)(=O)C3CC3)CC2)Oc2nc3ccccc3nc2CCCCC[C@@H]2C[C@H]2O1	SCAFFA419	C1CCC2CC(CC2CCC2(CCCC3CC3)CC2)CC2CC3CCCCC3CC2CCCCCC2CC2CC1	SCAFFB290	Virus Diseases
CHEMBL3545062	VELPATASVIR	COC[C@H]1C[C@@H](c2nc(-c3ccc4c(c3)COc3cc5c(ccc6nc([C@@H]7CC[C@H](C)N7C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]c65)cc3-4)c[nH]2)N(C(=O)[C@H](NC(=O)OC)c2ccccc2)C1	O=C(Cc1ccccc1)N1CCC[C@H]1c1nc(-c2ccc3c(c2)COc2cc4c(ccc5nc([C@@H]6CCCN6)[nH]c54)cc2-3)c[nH]1	SCAFFA420	C1CCC(CCC2CCCC2C2CCC(C3CCC4C(CCC5CC6C(CCC7CC(C8CCCC8)CC76)CC54)C3)C2)CC1	SCAFFB291	Hepatitis C, Chronic
CHEMBL1173055	RUCAPARIB	CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1	O=C1NCCc2c(-c3ccccc3)[nH]c3cccc1c23	SCAFFA421	C1CCC(C2CC3CCCC4CCCCC2C43)CC1	SCAFFB292	Ovarian Neoplasms
CHEMBL813	EPROSARTAN	CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1	C(=C\c1cncn1Cc1ccccc1)\Cc1cccs1	SCAFFA422	C1CCC(CC2CCCC2CCCC2CCCC2)CC1	SCAFFB293	Hypertension
CHEMBL1983350	STIRIPENTOL	CC(C)(C)C(O)/C=C/c1ccc2c(c1)OCO2	c1ccc2c(c1)OCO2	SCAFFA423	C1CCC2CCCC2C1	SCAFFB5	Seizures
CHEMBL517	DISOPYRAMIDE	CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C	c1ccc(Cc2ccccn2)cc1	SCAFFA424	C1CCC(CC2CCCCC2)CC1	SCAFFB21	Arrhythmias, Cardiac
CHEMBL2105755	NALDEMEDINE	CC(C)(NC(=O)C1=C(O)[C@@H]2Oc3c(O)ccc4c3[C@@]23CCN(CC2CC2)[C@H](C4)[C@]3(O)C1)c1nc(-c2ccccc2)no1	O=C(NCc1nc(-c2ccccc2)no1)C1=C[C@@H]2Oc3cccc4c3[C@@]23CCN(CC2CC2)[C@H](C4)C3C1	SCAFFA425	C1CCC(C2CCC(CCCC3CC4CC5CCCC6CC7C(CC8CC8)CCC4(C7C3)C65)C2)CC1	SCAFFB294	Constipation
CHEMBL3137309	VENETOCLAX	CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1	O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)cc1)c1ccc(N2CCN(CC3=C(c4ccccc4)CCCC3)CC2)cc1Oc1cnc2[nH]ccc2c1	SCAFFA426	C1CCC(CCC2CCC(CCCC3CCC(C4CCC(CC5CCCCC5C5CCCCC5)CC4)CC3CC3CCC4CCCC4C3)CC2)CC1	SCAFFB295	Neoplasms
CHEMBL3545110	RIBOCICLIB	CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1	c1cc(Nc2ncc3ccn(C4CCCC4)c3n2)ncc1N1CCNCC1	SCAFFA427	C1CCC(C2CCC(CC3CCC4CCC(C5CCCC5)C4C3)CC2)CC1	SCAFFB296	Breast Neoplasms
CHEMBL1789941	RUXOLITINIB	N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1	c1nc(-c2cnn(CC3CCCC3)c2)c2cc[nH]c2n1	SCAFFA428	C1CCC(CC2CCC(C3CCCC4CCCC43)C2)C1	SCAFFB297	Primary Myelofibrosis
CHEMBL255863	NILOTINIB	Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1	O=C(Nc1cccc(-n2ccnc2)c1)c1cccc(Nc2nccc(-c3cccnc3)n2)c1	SCAFFA429	C1CCC(C2CCCC(CC3CCCC(CCC4CCCC(C5CCCC5)C4)C3)C2)CC1	SCAFFB298	Leukemia, Myelogenous, Chronic, BCR-ABL Positive
CHEMBL1171837	PONATINIB	Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12	O=C(Nc1ccc(CN2CCNCC2)cc1)c1cccc(C#Cc2cnc3cccnn23)c1	SCAFFA430	C1CCC(CC2CCC(CCC3CCCC(CCC4CCC5CCCCC54)C3)CC2)CC1	SCAFFB299	Precursor Cell Lymphoblastic Leukemia-Lymphoma
CHEMBL3545184	VELCALCETIDE	CC(=O)N[C@H](CSSC[C@H](N)C(=O)O)C(=O)N[C@H](C)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](C)C(=O)N[C@H](CCCNC(=N)N)C(N)=O		SCAFFA31		SCAFFB28	Parathyroid Diseases
CHEMBL502835	NINTEDANIB	COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1	O=C(CN1CCNCC1)Nc1ccc(N/C(=C2\C(=O)Nc3ccccc32)c2ccccc2)cc1	SCAFFA431	C1CCC(CCCC2CCC(CC(C3CCCCC3)C3CCC4CCCCC43)CC2)CC1	SCAFFB300	Idiopathic Pulmonary Fibrosis
CHEMBL1297	FENOPROFEN	CC(C(=O)O)c1cccc(Oc2ccccc2)c1	c1ccc(Oc2ccccc2)cc1	SCAFFA22	C1CCC(CC2CCCCC2)CC1	SCAFFB21	Osteoarthritis
CHEMBL434394	NEBIVOLOL	OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1	c1ccc2c(c1)CCC(CCNCCC1CCc3ccccc3O1)O2	SCAFFA432	C(CCC1CCC2CCCCC2C1)CCC1CCC2CCCCC2C1	SCAFFB301	Stroke
CHEMBL1229211	DOLUTEGRAVIR	C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12	O=C(NCc1ccccc1)c1cn2c(cc1=O)C(=O)N1CCCO[C@H]1C2	SCAFFA433	C1CCC(CCCC2CCC3CC4CCCCC4CC3C2)CC1	SCAFFB302	HIV Infections
CHEMBL2103867	PLECANATIDE	CC(C)C[C@H](NC(=O)[C@@H]1CSSC[C@@H]2NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)CC(N)=O)CSSC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](C(C)C)NC2=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCC(=O)N1)C(=O)O	O=C1CCSSC[C@@H]2NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@H](CSSCCNC(=O)CNC(=O)CNC2=O)NC(=O)CNC(=O)CN1	SCAFFA434	C1CCCCCCCC2CCCCCCCCCCCCCC(CCCCCC1)CCCCCCCCCCCCC2	SCAFFB303	Constipation
CHEMBL1020	TOLMETIN	Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1	O=C(c1ccccc1)c1ccc[nH]1	SCAFFA435	C1CCC(CC2CCCC2)CC1	SCAFFB10	Osteoarthritis
CHEMBL566315	OBETICHOLIC ACID	CC[C@H]1[C@@H](O)[C@@H]2[C@H](CC[C@]3(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12	C1CC[C@H]2CC[C@H]3[C@@H]4CCCC4CC[C@@H]3C2C1	SCAFFA436	C1CCC2C(C1)CCC1C3CCCC3CCC21	SCAFFB37	Cholangitis
CHEMBL682	AMODIAQUINE	CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O	c1ccc(Nc2ccnc3ccccc23)cc1	SCAFFA437	C1CCC(CC2CCCC3CCCCC32)CC1	SCAFFB46	Malaria
CHEMBL2104993	VORTIOXETINE	Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1	c1ccc(Sc2ccccc2N2CCNCC2)cc1	SCAFFA438	C1CCC(CC2CCCCC2C2CCCCC2)CC1	SCAFFB304	Depressive Disorder, Major
CHEMBL175691	RILPIVIRINE	Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1	c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1	SCAFFA439	C1CCC(CC2CCCC(CC3CCCCC3)C2)CC1	SCAFFB215	Virus Diseases
CHEMBL2103837	TAFAMIDIS	O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1	c1ccc(-c2nc3ccccc3o2)cc1	SCAFFA440	C1CCC(C2CC3CCCCC3C2)CC1	SCAFFB144	Amyloidosis, Familial
CHEMBL429910	DAPAGLIFLOZIN	CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1	c1ccc(Cc2cccc([C@H]3CCCCO3)c2)cc1	SCAFFA441	C1CCC(CC2CCCC(C3CCCCC3)C2)CC1	SCAFFB305	Diabetes Mellitus, Type 2
CHEMBL3353410	OSIMERTINIB	C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C	c1ccc(Nc2nccc(-c3c[nH]c4ccccc34)n2)cc1	SCAFFA442	C1CCC(CC2CCCC(C3CCC4CCCCC43)C2)CC1	SCAFFB306	Carcinoma, Non-Small-Cell Lung
CHEMBL501849	SIMEPREVIR	COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)cc(-c3nc(C(C)C)cs3)nc2c1C	O=C1NCCCC/C=C\[C@@H]2C[C@@]2(C(=O)NS(=O)(=O)C2CC2)NC(=O)[C@@H]2C[C@@H](Oc3cc(-c4nccs4)nc4ccccc34)C[C@@H]12	SCAFFA443	C1CCCC2CC(CC3CC(C4CCCC4)CC4CCCCC43)CC2CCC2(CCCC3CC3)CC2CCCC1	SCAFFB307	Virus Diseases
CHEMBL117287	PRUCALOPRIDE	COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1	O=C(NC1CCNCC1)c1cccc2c1OCC2	SCAFFA444	C1CCC(CCC2CCCC3CCCC32)CC1	SCAFFB24	Constipation
CHEMBL2443262	OLICERIDINE	COc1ccsc1CNCC[C@@]1(c2ccccn2)CCOC2(CCCC2)C1	c1ccc([C@]2(CCNCc3cccs3)CCOC3(CCCC3)C2)nc1	SCAFFA445	C1CCC(C2(CCCCC3CCCC3)CCCC3(CCCC3)C2)CC1	SCAFFB308	Acute Pain
CHEMBL1520	VARDENAFIL	CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12	O=c1nc(-c2cccc(S(=O)(=O)N3CCNCC3)c2)[nH]n2cncc12	SCAFFA446	C1CCC(CC2CCCC(C3CCC4CCCC4C3)C2)CC1	SCAFFB92	Erectile Dysfunction
CHEMBL2219418	NALOXEGOL	C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](OCCOCCOCCOCCOCCOCCOCCOC)CC[C@@]3(O)[C@H]1C5	c1cc2c3c(c1)O[C@H]1CCCC4[C@@H](C2)NCC[C@@]341	SCAFFA447	C1CC2CC3CCCC45C(CCCC34)CC(C1)C25	SCAFFB36	Constipation
CHEMBL385517	SAXAGLIPTIN	N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2	O=C(CC12CC3CC(CC(C3)C1)C2)N1CC[C@@H]2C[C@@H]21	SCAFFA448	C1C2CC3CC1CC(CCC1CCC4CC14)(C2)C3	SCAFFB309	Diabetes Mellitus, Type 2
CHEMBL190461	CANNABIDIOL	C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O	C1=C[C@@H](c2ccccc2)CCC1	SCAFFA449	C1CCC(C2CCCCC2)CC1	SCAFFB8	Lennox Gastaut Syndrome
CHEMBL1094636	NIRAPARIB	NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12	c1ccc2nn(-c3ccc([C@@H]4CCCNC4)cc3)cc2c1	SCAFFA450	C1CCC(C2CCC(C3CC4CCCCC4C3)CC2)CC1	SCAFFB310	Peritoneal Neoplasms
CHEMBL1382	TOLTERODINE	Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1	c1ccc(Cc2ccccc2)cc1	SCAFFA102	C1CCC(CC2CCCCC2)CC1	SCAFFB21	Urinary Incontinence, Urge
CHEMBL1323	DARUNAVIR	CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1	O=C(N[C@H](CCNS(=O)(=O)c1ccccc1)Cc1ccccc1)O[C@H]1CO[C@H]2OCC[C@H]21	SCAFFA451	C1CCC(CCCCC(CCCC2CCC3CCCC23)CC2CCCCC2)CC1	SCAFFB311	Autoimmune Diseases
CHEMBL38827	LUMEFANTRINE	CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1	C(=C1c2ccccc2-c2ccccc21)c1ccccc1	SCAFFA452	C1CCC(CC2C3CCCCC3C3CCCCC32)CC1	SCAFFB312	Malaria
CHEMBL2374220	LEDIPASVIR	COC(=O)N[C@H](C(=O)N1CC2(CC2)C[C@H]1c1nc(-c2ccc3c(c2)C(F)(F)c2cc(-c4ccc5[nH]c([C@@H]6[C@H]7CC[C@H](C7)N6C(=O)[C@@H](NC(=O)OC)C(C)C)nc5c4)ccc2-3)c[nH]1)C(C)C	c1cc2c(cc1-c1ccc3[nH]c([C@H]4N[C@@H]5CC[C@H]4C5)nc3c1)Cc1cc(-c3c[nH]c([C@@H]4CC5(CC5)CN4)n3)ccc1-2	SCAFFA453	C1CC2CC1CC2C1CC2CCC(C3CCC4C(C3)CC3CC(C5CCC(C6CCC7(CC7)C6)C5)CCC34)CC2C1	SCAFFB313	Hepatitis C, Chronic
CHEMBL591665	SODIUM ASCORBATE	O=C1O[C@H]([C@@H](O)CO)C([O-])=C1O.[Na+]	O=C1C=CCO1	SCAFFA374	C1CCCC1	SCAFFB2	Folic Acid Deficiency
CHEMBL1534	RIBOFLAVIN	Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C	O=c1nc2[nH]c3ccccc3nc-2c(=O)[nH]1	SCAFFA454	C1CCC2CC3CCCCC3CC2C1	SCAFFB33	Eye Diseases
CHEMBL1364	PYRIDOXINE	Cc1ncc(CO)c(CO)c1O	c1ccncc1	SCAFFA120	C1CCCCC1	SCAFFB3	Diabetes Mellitus, Type 2
CHEMBL1237021	LURASIDONE	O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(c2nsc3ccccc23)CC1	O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(c2nsc3ccccc23)CC1	SCAFFA455	C1CCC(CC2CC3C4CCC(C4)C3C2)C(CC2CCC(C3CCC4CCCCC43)CC2)C1	SCAFFB314	Schizophrenia
CHEMBL1908841	LEVOLEUCOVORIN	Nc1nc(=O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2C=O	O=c1nc[nH]c2c1N[C@@H](CNc1ccccc1)CN2	SCAFFA456	C1CCC(CCC2CCC3CCCCC3C2)CC1	SCAFFB74	Colorectal Neoplasms
CHEMBL46740	BAZEDOXIFENE	Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12	c1ccc(-c2cc3ccccc3n2Cc2ccc(OCCN3CCCCCC3)cc2)cc1	SCAFFA457	C1CCCC(CCCC2CCC(CC3C4CCCCC4CC3C3CCCCC3)CC2)CC1	SCAFFB315	Osteoporosis, Postmenopausal
CHEMBL1140	NIACINAMIDE	NC(=O)c1cccnc1	c1ccncc1	SCAFFA120	C1CCCCC1	SCAFFB3	Folic Acid Deficiency
CHEMBL1547	THIAMINE	Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1	c1ncc(C[n+]2ccsc2)cn1	SCAFFA458	C1CCC(CC2CCCC2)CC1	SCAFFB10	Brain Diseases
CHEMBL1255800	FIDAXOMICIN	CCc1c(Cl)c(O)c(Cl)c(O)c1C(=O)O[C@H]1[C@H](O)[C@H](OC)[C@H](OC/C2=C\C=C\C[C@H](O)/C(C)=C/[C@H](CC)[C@@H](O[C@@H]3OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]3O)/C(C)=C/C(C)=C/C[C@@H]([C@@H](C)O)OC2=O)O[C@@H]1C	O=C1OCC/C=C/C=C/[C@H](O[C@H]2CCCCO2)C/C=C/CC/C=C/C=C/1CO[C@H]1CC[C@H](OC(=O)c2ccccc2)CO1	SCAFFA459	C1CCC(CCC2CCC(CCC3CCCCCCCCC(CC4CCCCC4)CCCCCCCC3)CC2)CC1	SCAFFB316	Infections
CHEMBL1201774	SAPROPTERIN	C[C@H](O)[C@H](O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1	O=c1[nH]cnc2c1NCCN2	SCAFFA460	C1CCC2CCCCC2C1	SCAFFB32	Phenylketonurias
CHEMBL278020	NEOSTIGMINE	CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1	c1ccccc1	SCAFFA3	C1CCCCC1	SCAFFB3	Glaucoma
CHEMBL507870	TELAVANCIN	CCCCCCCCCCNCCN[C@@]1(C)C[C@H](O[C@H]2[C@H](Oc3c4cc5cc3Oc3ccc(cc3Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]5C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c5cc(O)c(CNCP(=O)(O)O)c(O)c5-c5cc3ccc5O)[C@H](O)c3ccc(c(Cl)c3)O4)O[C@H](CO)[C@@H](O)[C@@H]2O)O[C@@H](C)[C@H]1O	O=C1CCc2ccc(cc2)Oc2cc3cc(c2O[C@@H]2OCCC[C@H]2O[C@H]2CCCCO2)Oc2ccc(cc2)C[C@@H]2NC(=O)[C@H](NC(=O)[C@@H]3NC(=O)CN1)c1cccc(c1)-c1ccccc1CNC2=O	SCAFFA409	C1CCCC2CCC(CC2)CC2CC3CC(CC4CCC(CC4)CC4CCCC5CCCCC5C5CCCC(C5)C(CC4)CCC3CCC1)C2CC1CCCCC1CC1CCCCC1	SCAFFB283	Infections
CHEMBL1200539	CALCIUM CARBONATE	O=C([O-])[O-].[Ca+2]		SCAFFA31		SCAFFB28	Heartburn
CHEMBL3039583	PASIREOTIDE	NCCCC[C@@H]1NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](c2ccccc2)NC(=O)[C@@H]2C[C@H](OC(=O)NCCN)CN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(OCc3ccccc3)cc2)NC1=O	O=C1CNC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](c2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(OCc3ccccc3)cc2)N1	SCAFFA461	C1CCC(CCC2CCC(CC3CCCCCC(CC4CCC5CCCCC54)CCC(C4CCCCC4)CCC4CCCC4CC(CC4CCCCC4)CC3)CC2)CC1	SCAFFB317	Acromegaly
CHEMBL1201185	LANREOTIDE	CC(C)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](NC(=O)[C@H](N)Cc2ccc3ccccc3c2)CSSC[C@@H](C(=O)N[C@H](C(N)=O)[C@@H](C)O)NC1=O	O=C1CNC(=O)CNC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)CCc2ccc3ccccc3c2)CSSCCN1	SCAFFA462	C1CCCCCCC(CCCCC2CCC3CCCCC3C2)CCC(CC2CCCCC2)CCC(CC2CCC3CCCCC32)CCCCCC1	SCAFFB318	Malignant Carcinoid Syndrome
CHEMBL206253	NETUPITANT	Cc1ccccc1-c1cc(N2CCN(C)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1	O=C(Cc1ccccc1)Nc1cnc(N2CCNCC2)cc1-c1ccccc1	SCAFFA463	C1CCC(CCCC2CCC(C3CCCCC3)CC2C2CCCCC2)CC1	SCAFFB319	Postoperative Nausea and Vomiting
CHEMBL99946	LEVOMILNACIPRAN	CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1CN	c1ccc(C2CC2)cc1	SCAFFA100	C1CCC(C2CC2)CC1	SCAFFB76	Depressive Disorder
CHEMBL2095212	MIRABEGRON	Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1	O=C(Cc1cscn1)Nc1ccc(CCNCCc2ccccc2)cc1	SCAFFA464	C1CCC(CCCCCC2CCC(CCCC3CCCC3)CC2)CC1	SCAFFB320	Urinary Incontinence, Urge
CHEMBL23	DILTIAZEM	COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1	O=C1C[C@H](c2ccccc2)Sc2ccccc2N1	SCAFFA465	C1CCC(C2CCCC3CCCCC3C2)CC1	SCAFFB321	Syndrome
CHEMBL1734	SOLIFENACIN	O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1	O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1	SCAFFA466	C1CCC(C2C(CCC3CC4CCC3CC4)CCC3CCCCC32)CC1	SCAFFB322	Urinary Incontinence, Urge
CHEMBL1680	OCTREOTIDE	C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@H](N)Cc2ccccc2)CSSC[C@@H](C(=O)N[C@H](CO)[C@@H](C)O)NC1=O	O=C1CNC(=O)CNC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)CCc2ccccc2)CSSCCN1	SCAFFA467	C1CCCCCCC(CCCCC2CCCCC2)CCC(CC2CCCCC2)CCC(CC2CCC3CCCCC32)CCCCCC1	SCAFFB323	Neoplasm Metastasis
